Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,pos_C,pos_PF,pos_PG,pos_SF,pos_SG
23,44,5,12.2,1.6,4.2,0.393,0.7,2.0,0.333,1.0,2.1,0.452,0.475,0.3,0.5,0.625,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.0,4.3,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1.0,0.092,-1.8,0.4,-1.5,0.1,2.14572,0,0,1,0,0
29,80,9,21.1,3.4,7.2,0.464,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,17.9,0.57,0.397,0.334,10.9,21.3,15.8,2.2,1.4,4.3,6.0,17.8,3.5,2.4,6.0,0.169,0.5,-0.4,0.0,0.9,12.69,0,1,0,0,0
24,34,0,10.2,1.8,3.9,0.463,0.2,0.7,0.32,1.6,3.2,0.495,0.493,0.6,1.0,0.667,1.0,2.1,3.0,0.5,0.4,0.4,0.5,1.9,4.5,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,0.108,-3.8,0.0,-3.8,-0.2,2.19392,0,1,0,0,0
34,55,2,16.1,1.7,4.0,0.423,1.2,3.0,0.415,0.5,1.1,0.448,0.577,0.7,0.8,0.884,0.2,1.0,1.2,1.9,0.3,0.0,1.0,0.7,5.3,9.7,0.61,0.739,0.194,1.4,7.0,4.2,16.8,0.9,0.1,18.9,14.3,0.7,0.1,0.8,0.043,-1.2,-2.4,-3.6,-0.4,0.333333,0,0,1,0,0
24,37,2,7.2,1.2,2.4,0.511,0.1,0.4,0.308,1.1,2.0,0.547,0.534,1.2,1.6,0.733,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1,3.7,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,0.6,0.3,1.0,0.171,-0.7,0.1,-0.6,0.1,1.83609,0,1,0,0,0
21,32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,1.5,2.6,0.56,0.424,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,-0.1,0.4,0.3,0.044,-4.2,-1.5,-5.7,-0.3,2.09412,0,1,0,0,0
21,70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2,10.900634,0,0,0,1,0
31,73,73,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,18.2,0.533,0.287,0.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,22.0,1,0,0,0,0
25,48,11,16.1,2.3,5.4,0.428,0.3,1.4,0.227,2.0,4.0,0.497,0.457,0.8,1.4,0.591,1.0,3.2,4.2,1.8,0.7,0.5,1.0,1.4,5.7,13.1,0.479,0.257,0.257,7.0,20.9,14.0,16.1,2.2,2.9,14.6,18.9,-0.3,1.1,0.8,0.048,-2.7,1.0,-1.7,0.1,4.097561,0,1,0,0,0
23,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,14.9,0.579,0.323,0.173,3.0,15.6,9.4,7.9,1.2,0.8,7.4,20.9,0.9,0.6,1.4,0.073,0.2,-1.7,-1.4,0.1,6.263188,0,1,0,0,0
27,25,11,22.5,1.3,2.4,0.533,0.0,0.1,0.0,1.3,2.3,0.561,0.533,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,11.8,0.581,0.05,0.5,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,0.4,1.0,1.5,0.128,-3.1,3.3,0.3,0.3,9.24,1,0,0,0,0
23,56,56,32.3,6.6,9.7,0.677,0.0,0.2,0.1,6.6,9.6,0.688,0.678,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,23.0,0.698,0.018,0.428,12.0,24.5,18.4,8.2,1.2,3.7,12.7,18.1,5.4,3.0,8.5,0.225,2.7,1.2,3.9,2.7,20.0,1,0,0,0,0
28,73,36,19.7,3.4,5.9,0.57,0.0,0.0,0.0,3.4,5.9,0.574,0.57,1.2,2.2,0.524,3.1,6.2,9.3,1.8,1.1,0.9,1.6,2.6,7.9,21.0,0.574,0.007,0.379,18.0,34.1,26.2,13.7,2.7,4.2,18.5,19.0,2.0,3.1,5.1,0.17,-0.1,1.4,1.3,1.2,3.2,1,0,0,0,0
21,69,53,27.9,4.0,9.4,0.422,1.2,3.9,0.297,2.8,5.5,0.511,0.484,1.7,2.5,0.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8,12.6,0.515,0.414,0.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,-0.5,2.2,1.8,0.044,-2.1,0.3,-1.8,0.1,4.264628,0,1,0,0,0
22,78,78,27.3,5.5,13.3,0.415,1.6,5.1,0.319,3.9,8.1,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3,17.0,0.535,0.387,0.333,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,1.7,3.7,5.4,0.121,-0.9,0.8,-0.1,1.0,28.946605,0,1,0,0,0
26,15,0,6.9,0.9,1.8,0.481,0.0,0.3,0.0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6,2.0,16.6,0.506,0.185,0.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,0.2,0.2,0.4,0.194,-0.9,0.4,-0.5,0.0,2.133278,1,0,0,0,0
25,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,2.8,1.7,4.5,0.113,0.8,-0.3,0.5,1.2,13.745455,0,0,0,0,1
29,8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,0.582,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6,12.4,16.8,0.608,0.493,0.26,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,0.2,0.2,0.4,0.124,1.8,-0.5,1.3,0.1,8.75,0,0,0,0,1
29,55,28,18.0,1.8,3.6,0.485,0.0,0.3,0.0,1.8,3.4,0.522,0.485,1.0,1.3,0.746,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.5,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,0.126,-1.7,0.4,-1.3,0.2,6.6675,1,0,0,0,0
23,56,12,12.6,2.3,4.4,0.526,0.0,0.2,0.091,2.3,4.2,0.547,0.528,0.7,1.1,0.623,1.5,3.7,5.3,0.9,0.3,0.4,0.7,1.5,5.3,17.4,0.546,0.045,0.247,13.9,33.0,23.6,11.0,1.2,3.0,13.0,19.9,0.8,1.4,2.1,0.145,-1.4,0.4,-1.0,0.2,1.752638,1,0,0,0,0
22,73,28,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,0.486,1.1,1.8,0.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2.0,-0.6,-2.6,-0.2,2.84016,1,0,0,0,0
25,48,27,22.8,2.4,5.2,0.466,0.7,2.2,0.314,1.8,3.0,0.575,0.532,1.1,1.5,0.716,0.7,2.5,3.2,1.7,0.9,0.3,0.7,2.3,6.7,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11.0,12.5,0.9,0.9,1.8,0.079,-2.8,0.1,-2.7,-0.2,2.351521,0,1,0,0,0
30,39,18,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.4,4.3,0.554,0.522,0.4,0.6,0.64,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3,13.6,0.534,0.088,0.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,0.8,0.7,1.4,0.105,-2.3,0.3,-2.1,0.0,10.1838,1,0,0,0,0
20,36,15,15.0,3.2,5.7,0.563,0.1,0.4,0.313,3.1,5.3,0.584,0.575,1.7,2.4,0.682,1.7,2.5,4.1,0.3,0.7,1.4,1.1,2.6,8.3,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,0.7,0.7,1.4,0.126,-1.6,0.1,-1.5,0.1,2.57376,0,1,0,0,0
26,49,3,12.8,1.2,3.2,0.381,0.6,1.9,0.304,0.6,1.3,0.492,0.471,0.3,0.3,0.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1.0,12.5,13.2,-0.1,0.9,0.8,0.061,-3.4,0.5,-2.9,-0.1,3.0,0,0,0,0,1
24,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,18.7,0.61,0.273,0.262,6.2,21.5,13.9,8.9,1.0,3.0,7.7,20.5,3.6,1.4,5.1,0.146,1.5,0.0,1.5,1.5,23.5,0,1,0,0,0
33,13,11,22.9,4.7,10.1,0.466,1.5,4.1,0.358,3.2,6.0,0.538,0.538,1.5,1.8,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6,12.4,16.0,0.57,0.405,0.176,6.9,11.9,9.4,3.0,1.3,4.8,7.8,21.9,0.3,0.3,0.7,0.108,-0.7,-0.7,-1.3,0.1,13.906976,1,0,0,0,0
23,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,20.9,0.557,0.282,0.385,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,2.8,1.8,4.6,0.113,2.9,0.5,3.4,2.7,30.91375,0,0,1,0,0
29,36,36,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4.0,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,18.0,0.557,0.343,0.308,3.0,14.3,8.6,26.9,1.2,1.0,11.1,24.6,2.2,0.4,2.7,0.106,2.8,-0.5,2.3,1.3,22.6,0,0,1,0,0
25,11,0,6.6,1.1,1.9,0.571,0.1,0.5,0.2,1.0,1.5,0.688,0.595,0.5,0.5,1.0,0.2,1.1,1.3,0.5,0.1,0.1,0.3,1.4,2.7,12.0,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,0.1,0.1,0.2,0.148,-4.5,0.1,-4.4,0.0,0.508891,0,0,0,0,1
26,75,23,20.5,3.5,7.5,0.466,0.9,2.8,0.321,2.6,4.7,0.552,0.526,2.6,3.2,0.802,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.6,10.5,16.4,0.588,0.372,0.432,6.0,21.2,13.4,9.0,0.9,1.9,9.8,20.7,2.4,1.2,3.5,0.111,0.5,-0.8,-0.3,0.7,2.625,0,1,0,0,0
29,74,74,30.3,6.9,12.7,0.544,0.8,2.1,0.361,6.1,10.5,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,21.2,0.617,0.168,0.308,10.9,31.2,20.8,14.0,0.9,2.6,14.4,23.8,4.6,2.7,7.3,0.156,2.0,-0.1,1.9,2.2,14.7,1,0,0,0,0
23,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,11.9,0.57,0.541,0.068,1.6,11.0,6.4,13.2,1.2,1.1,10.4,17.5,1.8,1.0,2.8,0.062,-0.5,-0.7,-1.2,0.4,14.508929,0,0,0,1,0
31,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3.0,0.621,0.537,1.2,1.4,0.871,1.2,3.0,4.2,0.9,0.6,0.4,0.9,2.4,6.4,14.1,0.587,0.379,0.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,1.2,1.4,2.7,0.118,-2.0,0.1,-1.8,0.0,8.2,0,1,0,0,0
28,65,7,24.6,3.6,8.2,0.438,1.6,3.8,0.415,2.0,4.4,0.458,0.534,1.5,1.7,0.889,0.6,2.2,2.8,1.8,0.9,0.4,1.0,1.8,10.2,12.8,0.573,0.461,0.202,2.8,9.4,6.2,10.1,1.7,1.6,10.2,17.6,1.6,2.0,3.5,0.106,-0.6,0.7,0.1,0.9,12.196094,0,0,0,0,1
27,45,0,8.0,0.9,2.3,0.394,0.4,1.3,0.322,0.5,1.0,0.489,0.486,0.2,0.3,0.583,0.6,0.6,1.2,0.3,0.4,0.1,0.3,1.1,2.4,9.4,0.494,0.567,0.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,0.0,0.6,0.6,0.079,-3.0,1.0,-2.0,0.0,1.701305,0,1,0,0,0
20,51,0,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.8,4.2,0.425,0.437,1.2,1.4,0.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-0.5,0.9,0.4,0.026,-3.0,-0.4,-3.3,-0.3,1.563518,0,0,0,0,1
23,72,53,20.1,4.0,5.7,0.693,0.0,0.0,0.0,4.0,5.7,0.695,0.693,1.5,2.1,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,21.8,0.708,0.002,0.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,4.4,1.6,6.0,0.198,1.1,0.5,1.6,1.3,1.930681,1,0,0,0,0
24,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9.0,13.0,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8.0,15.8,2.3,1.5,3.8,0.116,-0.3,0.0,-0.3,0.7,3.395062,0,0,0,0,1
21,58,28,20.2,2.1,5.3,0.393,0.6,2.2,0.294,1.4,3.1,0.462,0.453,1.0,1.4,0.714,1.1,2.8,3.9,1.5,0.6,0.3,1.0,2.0,5.8,9.2,0.491,0.409,0.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,0.016,-3.8,-1.5,-5.3,-1.0,1.83609,0,0,0,1,0
23,50,35,24.2,3.1,6.7,0.463,0.8,2.8,0.304,2.3,4.0,0.573,0.525,1.2,1.7,0.729,1.0,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,1.563518,0,0,0,0,1
28,67,51,29.6,4.6,11.0,0.416,1.7,4.9,0.339,2.9,6.0,0.479,0.493,2.9,3.8,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,2.2,13.7,15.1,0.543,0.449,0.343,2.6,13.0,7.8,25.7,1.1,0.6,10.9,21.4,2.7,1.4,4.1,0.098,0.8,-0.4,0.3,1.2,20.171427,0,0,1,0,0
20,22,0,5.5,1.0,1.9,0.537,0.1,0.6,0.231,0.9,1.3,0.679,0.573,0.2,0.3,0.714,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17.0,19.3,-0.1,0.1,0.0,0.013,-3.9,-1.1,-4.9,-0.1,2.79264,0,1,0,0,0
22,41,3,9.9,1.4,2.8,0.496,0.5,1.3,0.423,0.9,1.5,0.556,0.591,0.4,0.5,0.818,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7,3.8,14.7,0.618,0.452,0.191,9.3,12.0,10.7,7.4,1.1,2.1,10.7,14.6,0.8,0.3,1.1,0.135,0.6,-1.0,-0.3,0.2,0.50208,0,1,0,0,0
21,48,23,20.6,2.3,5.6,0.412,1.0,2.8,0.353,1.3,2.7,0.473,0.502,0.3,0.4,0.842,0.9,2.7,3.6,0.6,0.6,0.5,0.9,1.8,5.9,8.3,0.516,0.509,0.071,5.0,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,0.031,-3.1,-0.8,-3.8,-0.5,1.637966,0,0,0,1,0
31,75,75,31.2,6.4,16.3,0.392,2.2,6.8,0.326,4.2,9.5,0.439,0.46,1.8,2.2,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1,16.8,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,-1.7,2.0,0.4,0.008,-1.4,-1.6,-3.0,-0.6,11.21526,0,0,0,0,1
28,45,37,23.9,4.4,6.7,0.66,0.0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2.0,0.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,2.4,0.9,3.2,0.145,-0.4,-0.1,-0.5,0.4,11.21526,1,0,0,0,0
21,21,0,3.0,0.4,0.7,0.643,0.0,0.1,0.5,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.1,0.4,0.5,0.2,0.0,0.1,0.3,0.4,1.0,9.2,0.628,0.143,0.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,0.0,0.0,0.0,0.009,-5.2,-1.4,-6.6,-0.1,2.90904,1,0,0,0,0
25,72,45,24.6,3.6,7.0,0.506,0.5,1.3,0.404,3.0,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9.0,15.0,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,2.8,2.0,4.8,0.13,-0.4,1.1,0.7,1.2,6.479,0,0,0,1,0
26,68,67,30.8,6.5,12.9,0.501,1.9,4.9,0.39,4.5,8.0,0.57,0.576,3.0,4.9,0.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,2.5,17.9,19.1,0.595,0.383,0.378,5.7,30.4,18.0,12.2,1.2,2.8,11.0,23.3,2.9,2.0,4.9,0.112,2.1,-0.4,1.6,1.9,14.317459,1,0,0,0,0
29,48,6,9.9,1.5,2.7,0.547,0.0,0.3,0.143,1.4,2.4,0.596,0.555,0.6,1.0,0.63,0.8,1.3,2.1,0.5,0.3,0.3,0.5,1.4,3.6,12.5,0.577,0.109,0.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,0.4,0.5,0.9,0.095,-3.5,-0.1,-3.5,-0.2,1.87872,0,0,0,1,0
31,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,-0.6,1.9,1.3,0.057,1.8,1.9,3.7,1.6,42.492568,0,1,0,0,0
23,9,9,29.4,4.1,11.4,0.359,1.1,5.3,0.208,3.0,6.1,0.491,0.408,0.6,1.0,0.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,7.5,0.416,0.466,0.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,-0.5,0.3,-0.2,-0.032,-3.9,0.5,-3.5,-0.1,30.91375,0,0,0,1,0
33,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1.0,13.2,30.8,4.6,3.4,8.0,0.173,5.4,0.4,5.8,4.4,48.070014,0,0,1,0,0
23,19,5,20.2,2.2,4.7,0.456,1.4,3.4,0.422,0.7,1.4,0.538,0.606,0.6,0.7,0.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4,11.1,0.629,0.711,0.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0.0,1.563518,0,0,0,1,0
20,79,79,30.7,5.8,12.3,0.468,1.2,3.4,0.354,4.6,8.9,0.511,0.517,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2,14.7,0.559,0.278,0.225,3.6,11.9,7.7,15.7,1.4,1.3,10.0,21.2,2.1,1.9,4.0,0.079,-0.4,-0.3,-0.7,0.8,5.25828,0,0,0,1,0
30,14,14,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,0.3,0.2,0.5,0.06,-0.9,-0.5,-1.4,0.1,18.642857,0,0,0,1,0
32,67,15,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2.0,3.5,0.157,-2.2,1.1,-1.0,0.3,7.448674,1,0,0,0,0
19,52,11,11.7,1.5,3.5,0.437,0.8,2.1,0.364,0.8,1.4,0.548,0.546,0.5,0.7,0.778,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8,4.4,10.5,0.573,0.601,0.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,0.101,-1.4,-1.1,-2.5,-0.1,3.74016,0,0,0,0,1
26,72,59,28.2,5.8,12.1,0.479,1.8,4.7,0.393,3.9,7.4,0.533,0.555,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,17.7,0.571,0.388,0.13,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,2.9,2.6,5.5,0.131,1.2,-1.0,0.2,1.1,10.84335,1,0,0,0,0
22,37,0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,0.429,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2,5.6,13.8,0.499,0.339,0.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,0.073,-1.9,1.5,-0.4,0.2,1.752638,0,0,1,0,0
21,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8,2.72688,0,0,1,0,0
21,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,18.2,0.595,0.428,0.209,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19.0,5.2,1.8,7.0,0.125,2.7,-0.1,2.6,3.1,4.21512,0,0,0,0,1
26,51,51,29.0,6.9,15.0,0.459,1.5,4.9,0.31,5.4,10.1,0.532,0.51,4.9,5.6,0.867,2.0,6.1,8.1,2.3,0.7,1.6,1.6,2.7,20.2,23.7,0.577,0.329,0.373,7.7,23.1,15.4,13.7,1.3,5.0,8.3,29.5,3.2,2.4,5.6,0.18,3.3,0.6,3.9,2.2,33.8334,0,1,0,0,0
21,51,8,18.1,3.5,6.9,0.503,0.8,2.4,0.328,2.7,4.5,0.596,0.56,1.5,2.0,0.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2,18.4,0.595,0.349,0.291,12.0,24.5,18.2,3.9,0.8,3.9,9.6,20.3,1.7,1.1,2.8,0.145,0.9,-1.4,-0.5,0.3,4.67016,0,1,0,0,0
29,46,4,13.2,1.8,3.8,0.483,0.3,1.1,0.306,1.5,2.8,0.551,0.526,1.0,1.5,0.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1,15.3,0.567,0.278,0.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,0.8,0.5,1.3,0.105,-0.6,0.0,-0.6,0.2,5.022,0,0,0,1,0
25,51,28,19.2,1.9,4.3,0.456,1.0,2.8,0.359,0.9,1.5,0.64,0.574,0.4,0.6,0.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3,10.1,0.584,0.654,0.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,1.1,1.1,2.3,0.111,-1.9,1.3,-0.6,0.4,1.930681,0,1,0,0,0
21,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,2.16144,0,1,0,0,0
24,71,31,17.5,3.1,5.2,0.596,0.1,0.3,0.217,3.0,4.9,0.621,0.602,1.4,1.8,0.762,1.8,3.5,5.4,1.2,0.4,0.6,1.1,1.7,7.7,18.0,0.638,0.062,0.35,11.0,22.2,16.5,10.1,1.2,2.8,15.9,17.5,2.2,1.1,3.4,0.13,-0.5,-0.9,-1.4,0.2,1.968175,1,0,0,0,0
33,52,1,16.3,2.7,5.2,0.518,0.3,0.9,0.354,2.4,4.3,0.554,0.55,0.4,0.9,0.469,1.5,2.5,4.0,2.0,1.0,0.3,1.0,1.6,6.2,17.0,0.548,0.176,0.18,9.8,16.8,13.1,17.7,3.1,2.0,15.0,17.4,0.9,1.3,2.2,0.126,0.1,2.1,2.2,0.9,8.0,0,1,0,0,0
